,Clip Title,Link,Clarity of Example,Clarity of Example,Clip ID,Film or Series?,Film/Episode Title,Year of Release,Series Title (If Applicable),Start,Stop,Curator,Close-Up Code I,Close-Up Code II,Curator Notes,,Derived start frame,Derived end frame,manual start time,manual end time,frames per second,Note,
,Contrastive Organisation,,,4,202,Film,Mondo Cane,,,2:49,2:52,EM,CU,,,,5010,5070,4060,4137,24,,
,Converting the Heathen,http://kinolab.org/FilmClip.php?id=1436,,4,1436,Film,Broken Blossoms,1919,,0:58,1:00,EM,CUEI,,,,1740,1800,1746,1800,30,,
,Cop Stops Marion,http://kinolab.org/FilmClip.php?id=890,Good,3,890,Film,Psycho,1960,,0:39,0:39,EM,SS,,Difficult to find start time due to character blocking towards camera,,1170,1170,1162,1181,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,0:39,0:41,EM,CU,,,,1170,1230,1182,1224,30,,
,Cop Stops Marion,,,3,890,Film,Psycho,,,0:41,0:42,EM,CU,,,,1230,1260,1225,1276,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,0:47,0:51,EM,CU,,,,1410,1530,1399,1519,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,0:51,0:52,EM,CU,,,,1530,1560,1520,1564,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,0:52,0:59,EM,CU,,,,1560,1770,1565,1762,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,0:59,1:02,EM,CU,,,,1770,1860,1763,1873,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:03,1:06,EM,CU,,,,1890,1980,1874,1992,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:06,1:10,EM,CU,,,,1980,2100,1993,2097,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:10,1:20,EM,CU,,,,2100,2400,2098,2386,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:20,1:22,EM,CU,,,,2400,2460,2387,2459,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:22,1:27,EM,CU,,,,2460,2610,2460,2625,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:28,1:29,EM,CU,,,,2640,2670,2626,2678,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:29,1:35,EM,CU,,,,2670,2850,2679,2860,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:35,1:37,EM,CU,,,,2850,2910,2861,2909,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:37,1:44,EM,CU,,,,2910,3120,2910,3136,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:44,1:46,EM,CU,,,,3120,3180,3137,3187,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:46,1:48,EM,CU,,,,3180,3240,3188,3244,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:48,1:50,EM,CU,,,,3240,3300,3245,3302,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:50,1:59,EM,CU,,,,3300,3570,3303,3568,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,1:59,2:00,EM,CU,,,,3570,3600,3569,3615,30,,
,Cop Stops Marion,,,4,890,Film,Psycho,,,2:17,2:18,EM,CU,,,,4110,4140,4109,4157,30,,
,Counterfeit,http://kinolab.org/FilmClip.php?id=142,Poor,1,142,Film,Exit Through the Gift Shop,2010,,0:20,0:21,EM,CU,,,,600,630,449,481,24,,
,Counterfeit,http://kinolab.org/FilmClip.php?id=142,Poor,1,142,Film,Exit Through the Gift Shop,2010,,0:20,0:21,EM,CU,,,,600,630,487,523,24,,
,Counterfeit,,,2,142,Film,Exit Through the Gift Shop,,,0:26,0:28,EM,CUZ,,Very fast zoom-in and zoom-outs make each of the close-ups difficult to determine time stamps for,,780,840,594,648,24,,
,Counterfeit,,,1,142,Film,Exit Through the Gift Shop,,,0:33,0:35,EM,CUZ,,,,990,1050,782,844,24,,
,Counterfeit,,,1,142,Film,Exit Through the Gift Shop,,,2:02,2:05,EM,CUZ,,,,3660,3750,2846,2940,24,,
,Daisies,http://kinolab.org/FilmClip.php?id=6,Good,2,6,Film,Adaptation,2002,,0:13,0:46,AC,CU,,Unclear where the actual close-up technically begins,,390,1380,330,1095,24,,
,Dead Men Don't Lie,http://kinolab.org/FilmClip.php?id=217,Excellent,4,217,Film,Rashomon,1950,,1:54,1:56,EM,CU,,,,3420,3480,2677,2779,24,,
,Dead Men Don't Lie,,,4,217,Film,Rashomon,,,1:56,1:57,EM,CU,,,,3480,3510,2781,2808,24,,
,Death on Board the Ship,http://kinolab.org/FilmClip.php?id=1446,,2,1446,Film,Nosferatu,1922,,0:11,0:19,EM,CU,,,,330,570,319,583,30,,
,Deckard and Roy,http://kinolab.org/FilmClip.php?id=56,Good,4,56,Film,Blade Runner,1982,,1:20,1:23,EM,CU,,,,2400,2490,1922,2005,24,,
,Deckard and Roy,,,4,56,Film,Blade Runner,,,1:26,1:31,EM,CU,,,,2580,2730,2068,2182,24,,
,Deckard and Roy,,,4,56,Film,Blade Runner,,,1:33,1:37,EM,CU,,,,2790,2910,2219,2327,24,,
,Deckard and Roy,,,2,56,Film,Blade Runner,,,1:37,1:38,EM,CU,,,,2910,2940,2328,2353,24,,
,Deckard and Roy,,,2,56,Film,Blade Runner,,,1:39,1:41,EM,CU,,,,2970,3030,2354,2382,24,,
,Deckard and Roy,,,4,56,Film,Blade Runner,,,1:42,1:43,EM,CU,,,,3060,3090,2383,2411,24,,
,Deckard and Roy,,,2,56,Film,Blade Runner,,,1:44,1:45,EM,CU,,,,3120,3150,2436,2474,24,,
,Deckard and Roy,,,4,56,Film,Blade Runner,,,1:46,1:47,EM,CU,,,,3180,3210,2475,2491,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,1:47,1:49,EM,CU,,,,3210,3270,2492,2515,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,1:49,1:51,EM,CU,,,,3270,3330,2552,2560,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,1:52,1:53,EM,CU,,,,3360,3390,2560,2618,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,1:53,1:55,EM,CU,,,,3390,3450,2619,2654,24,,
,Deckard and Roy,,,2,56,Film,Blade Runner,,,1:55,1:58,EM,CU,,,,3450,3540,2655,2690,24,,
,Deckard and Roy,,,4,56,Film,Blade Runner,,,2:33,2:52,EM,CU,,,,4590,5160,2691,2706,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,2:52,2:56,EM,CU,,,,5160,5280,2707,2756,24,,
,Deckard and Roy,,,4,56,Film,Blade Runner,,,2:56,3:19,EM,CU,,,,5280,5970,2757,2825,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,3:19,3:23,EM,CU,,,,5970,6090,3669,4128,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,3:23,3:25,EM,CU,,,,6090,6150,4129,4221,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,3:25,3:27,EM,CU,,,,6150,6210,4222,4771,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,3:34,3:37,EM,CU,,,,6420,6510,4772,4878,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,3:44,4:00,EM,CU,,Difficult to find stop time due to dissolve,,6720,7200,4879,4914,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,4:20,4:37,EM,CU,,,,7800,8310,4915,4969,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,4:40,4:45,EM,CU,,,,8400,8550,4970,5141,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,4:40,4:45,EM,CU,,,,8400,8550,5142,5215,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,4:48,4:50,EM,CUTRAN,,,,8640,8700,5377,5674,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,5:12,5:16,EM,CU,,,,9360,9480,5700,6239,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,5:12,5:16,EM,CU,,,,9360,9480,6240,6648,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,5:12,5:16,EM,CU,,,,9360,9480,6723,6872,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,5:12,5:16,EM,CU,,,,9360,9480,6904,6956,24,,
,Deckard and Roy,,,3,56,Film,Blade Runner,,,5:12,5:16,EM,CU,,,,9360,9480,7471,7573,24,,
,Deus Ex Machina,http://kinolab.org/FilmClip.php?id=14,Good,1,14,Film,Adaptation,2002,,0:36,0:39,EM,CU,,,,1080,1170,857,941,24,,
,Deus Ex Machina,,,2,14,Film,Adaptation,,,0:45,0:47,EM,CU,,,,1350,1410,1070,1125,24,,
,Deus Ex Machina,,,2,14,Film,Adaptation,,,0:49,0:52,EM,CU,,,,1470,1560,1180,1239,24,,
,Deus Ex Machina,,,2,14,Film,Adaptation,,,1:26,1:27,EM,CU,,,,2580,2610,2074,2091,24,,
,Deus Ex Machina,,,1,14,Film,Adaptation,,,1:35,1:36,EM,CU,,,,2850,2880,2265,2298,24,,
,Deus Ex Machina,,,2,14,Film,Adaptation,,,1:41,1:42,EM,CU,,,,3030,3060,2439,2456,24,,
,Deus Ex Machina,,,2,14,Film,Adaptation,,,1:42,1:42,EM,CU,,,,3060,3060,2458,2476,24,,
,Deus Ex Machina,,,2,14,Film,Adaptation,,,2:46,2:49,EM,CU,,,,4980,5070,3980,4047,24,,
,Diana's Toast,http://kinolab.org/FilmClip.php?id=1435,,2,1435,Film,Our Dancing Daughters,1928,,0:01,0:04,EM,CU,,,,30,120,30,101,24,,
,Diana's Toast,,,2,1435,Film,Our Dancing Daughters,,,0:17,0:20,EM,CU,,,,510,600,402,478,24,,
,Diana's Toast,,,2,1435,Film,Our Dancing Daughters,,,1:44,1:47,EM,CU,,,,3120,3210,2494,2567,24,,
,Diana's Toast,,,2,1435,Film,Our Dancing Daughters,,,1:47,1:50,EM,CU,,,,3210,3300,2568,2635,24,,
,Diana's Toast,,,2,1435,Film,Our Dancing Daughters,,,1:55,2:00,EM,CU,,,,3450,3600,2757,2886,24,,
,Diane Arranges a Hit,http://kinolab.org/FilmClip.php?id=1393,,2,1393,Film,Mulholland Drive,2001,,0:00,0:02,EM,CU,,,,0,60,0,50,24,,
,Diane Arranges a Hit,,,1,1393,Film,Mulholland Drive,,,0:05,0:07,EM,CU,,,,150,210,111,157,24,,
,Diane Arranges a Hit,,,3,1393,Film,Mulholland Drive,,,0:10,0:13,EM,CU,,,,300,390,236,305,24,,
,Diane Arranges a Hit,,,4,1393,Film,Mulholland Drive,,,0:14,0:16,EM,CU,,,,420,480,335,366,24,,
,Diane Arranges a Hit,,,1,1393,Film,Mulholland Drive,,,0:16,0:18,EM,CU,,,,480,540,367,423,24,,
,Diane Arranges a Hit,,,3,1393,Film,Mulholland Drive,,,0:18,0:19,EM,CU,,,,540,570,424,453,24,,
,Diane Arranges a Hit,,,3,1393,Film,Mulholland Drive,,,0:28,0:31,EM,CU,,,,840,930,656,721,24,,
,Diane Arranges a Hit,,,2,1393,Film,Mulholland Drive,,,0:51,0:52,EM,CU,,,,1530,1560,1187,1228,24,,
,Diane Arranges a Hit,,,2,1393,Film,Mulholland Drive,,,1:26,1:28,EM,CU,,,,2580,2640,2072,2121,24,**VERY CONFUSING,
,Diane Arranges a Hit,,,3,1393,Film,Mulholland Drive,,,1:28,1:30,EM,WS,,,,2640,2700,2122,2189,24,,
,Diane Arranges a Hit,,,3,1393,Film,Mulholland Drive,,,1:30,1:30,EM,CU,,,,2700,2700,2700,2700,24,**how is this a close up?,
,Diane Arranges a Hit,,,2,1393,Film,Mulholland Drive,,,1:30,1:33,EM,CU,,,,2700,2790,2700,2790,24,Q: confusing clip,
,Diane Arranges a Hit,,,2,1393,Film,Mulholland Drive,,,1:35,1:42,EM,CU,,,,2850,3060,2850,3060,24,,
,Diane Arranges a Hit,,,2,1393,Film,Mulholland Drive,,,1:48,1:53,EM,CUTRAN,,,,3240,3390,3240,3390,24,,
,Dinner Scene,http://kinolab.org/FilmClip.php?id=916,Fair,1,916,Film,Rosemary's Baby,1968,,0:01,0:04,EM,CU,,Difficult to determine stop time due to zoom out,,30,120,30,120,30,,
,Dinner with Claude,http://kinolab.org/FilmClip.php?id=940,Fair,3,940,Film,The Diving Bell and the Butterfly,2007,,0:12,0:19,EM,CU,,,,360,570,276,451,24,,
,Dinner with Claude,,,2,940,Film,The Diving Bell and the Butterfly,,,0:19,0:20,EM,SS,,,,570,600,453,481,24,,
,Dinner with Claude,,,2,940,Film,The Diving Bell and the Butterfly,,,0:20,0:22,EM,SS,,,,600,660,487,514,24,,
,Dinner with Claude,,,3,940,Film,The Diving Bell and the Butterfly,,,0:44,0:46,EM,CU,,,,1320,1380,1048,1092,24,,
,Dinner with Claude,,,3,940,Film,The Diving Bell and the Butterfly,,,0:44,0:46,EM,CU,,,,1320,1380,1093,1020,24,**added,
,Dinner with Claude,,,3,940,Film,The Diving Bell and the Butterfly,,,0:53,0:55,EM,CU,,,,1590,1650,1280,1321,24,,
,Dinner with Claude,,,1,940,Film,The Diving Bell and the Butterfly,,,0:55,0:56,EM,CU,,,,1650,1680,1322,1352,24,,
,Dinner with Claude,,,2,940,Film,The Diving Bell and the Butterfly,,,1:05,1:06,EM,CU,,,,1950,1980,1560,1580,24,,
,Dinner with Claude,,,2,940,Film,The Diving Bell and the Butterfly,,,1:08,1:08,EM,CU,,,,2040,2040,2040,2040,24,,
,Dinner with Claude,,,2,940,Film,The Diving Bell and the Butterfly,,,1:08,1:08,EM,CU,,,,2040,2040,1581,1634,24,**added,
,Dinner with Claude,,,2,940,Film,The Diving Bell and the Butterfly,,,1:08,1:11,EM,CU,,,,2040,2130,1835,1691,24,,
,Dinner with Claude,,,1,940,Film,The Diving Bell and the Butterfly,,,1:11,1:14,EM,CU,,,,2130,2220,1692,1781,24,,
,Dinner with Claude,,,1,940,Film,The Diving Bell and the Butterfly,,,1:18,1:19,EM,CU,,,,2340,2370,1863,1902,24,,
,Dinner with Claude,,,1,940,Film,The Diving Bell and the Butterfly,,,1:19,1:23,EM,SC,,,,2370,2490,1903,1979,24,,
,Dinner with Claude,,,3,940,Film,The Diving Bell and the Butterfly,,,1:23,1:25,EM,CU,,,,2490,2550,1980,2045,24,,
,Dinner with Claude,,,2,940,Film,The Diving Bell and the Butterfly,,,1:25,1:27,EM,CU,,,,2550,2610,2046,2092,24,,
,Dinner with Claude,,,3,940,Film,The Diving Bell and the Butterfly,,,1:46,1:49,EM,CU,,"Difficult to determine start time due to zoom-in Update (4/4/21): Seems more like the camera is pulling-in, not a zoom-in",,3180,3270,2544,2622,24,,
,Dinner with Claude,,,3,940,Film,The Diving Bell and the Butterfly,,,1:54,2:00,EM,CUR,,Times tentative due to racking focus,,3420,3600,2733,2879,24,,
,Dinner with the Count,http://kinolab.org/FilmClip.php?id=1444,,2,1444,Film,Nosferatu,,,0:26,0:33,EM,CU,,,,780,990,780,999,30,,
,Dinner with the Count,,,2,1444,Film,Nosferatu,,,0:33,0:36,EM,CU,,,,990,1080,1000,1074,30,,
,Dinner with the Count,,,3,1444,Film,Nosferatu,,,0:36,0:39,EM,CU,,,,1080,1170,1075,1160,30,,
,Dinner with the Count,,,2,1444,Film,Nosferatu,,,0:39,0:40,EM,CU,,,,1170,1200,1161,1190,30,,
,Dinner with the Count,,,3,1444,Film,Nosferatu,,,0:40,0:43,EM,CU,,,,1200,1290,1191,1286,30,,
,Dinner with the Count,,,4,1444,Film,Nosferatu,,,0:46,0:49,EM,CU,,,,1380,1470,1368,1468,30,,
,Doctors' Opinions,http://kinolab.org/FilmClip.php?id=310,Fair,2,310,Film,The Death of Stalin,2017,,0:48,0:49,EM,CU,,"Both of the close-ups are done as an over-the-shoulder shot, not sure how the AI would interpret this.",,1440,1470,1157,1182,24,,
,Doctors' Opinions,,,2,310,Film,The Death of Stalin,,,0:51,0:55,EM,CU,,,,1530,1650,1217,1324,24,,
,Does That Make a Book?,http://kinolab.org/FilmClip.php?id=950,Fair,3,950,Film,The Diving Bell and the Butterfly,2007,,0:27,0:58,EM,CU,,"Subjects go in and out of focus, the lighting is also doing things to obscure subjects.",,810,1740,649,1462,24,,
,Does That Make a Book?,,,3,950,Film,The Diving Bell and the Butterfly,,,1:01,1:28,EM,SS,,,,1830,2640,1463,2090,24,,
,Does That Make a Book?,,,3,950,Film,The Diving Bell and the Butterfly,,,1:29,1:44,EM,CU,,,,2670,3120,2127,2489,24,,
,Does That Make a Book?,,,1,950,Film,The Diving Bell and the Butterfly,,,1:48,1:50,EM,CU,,,,3240,3300,2583,2641,24,,
,Does That Make a Book?,,,1,950,Film,The Diving Bell and the Butterfly,,,1:54,2:03,EM,CU,,,,3420,3690,2737,2942,24,,
,Does That Make a Book?,,,3,950,Film,The Diving Bell and the Butterfly,,,2:03,2:27,EM,CU,,,,3690,4410,2943,3531,24,,
,Does That Make a Book?,,,2,950,Film,The Diving Bell and the Butterfly,,,2:28,2:37,EM,CU,,,,4440,4710,3532,3762,24,,
,Don Balosa,http://kinolab.org/FilmClip.php?id=16,Good,2,16,Film,Amarcord,1973,,2:02,2:03,EM,CU,,"For bolded start times, likely difficult for the AI to interpret because they are in a crowded setting (marketplace).",,3660,3690,2927,2961,24,,
,Don Balosa,,,1,16,Film,Amarcord,,,2:05,2:06,EM,SC,,,,3750,3780,2994,3024,24,,
,Don Balosa,,,1,16,Film,Amarcord,,,2:06,2:08,EM,SC,,,,3780,3840,3034,3060,24,,
,Don Balosa,,,2,16,Film,Amarcord,,,2:15,2:17,EM,CUZ,,,,4050,4110,3243,3286,24,,
,Don Balosa,,,3,16,Film,Amarcord,,,2:28,2:29,EM,CUZ,,Difficult start time due to zoom in,,4440,4470,3550,3588,24,,
,Don Balosa,,,2,16,Film,Amarcord,,,2:34,2:41,EM,CU,,,,4620,4830,3702,3816,24,,
,Don't Jump on Bloom,http://kinolab.org/FilmClip.php?id=366,Good,2,366,Film,The Producers,1967,,0:27,0:28,EM,CU,,,,810,840,637,710,24,,
,Don't Jump on Bloom,,,2,366,Film,The Producers,,,0:56,0:58,EM,CU,,,,1680,1740,1330,1399,24,,
,Don't Jump on Bloom,,,2,366,Film,The Producers,,,0:56,0:58,EM,CU,,,,1680,1740,1400,1709,24,,
,Don't Jump on Bloom,,,2,366,Film,The Producers,,,0:56,0:58,EM,CU,,,,1680,1740,1710,1824,24,,
,Don't Jump on Bloom,,,2,366,Film,The Producers,,,0:56,0:58,EM,CU,,,,1680,1740,1825,1844,24,,
,Don't Jump on Bloom,,,2,366,Film,The Producers,,,0:56,0:58,EM,CU,,,,1680,1740,1845,2044,24,,
,Don't Say Industry,http://kinolab.org/FilmClip.php?id=7,Excellent,4,7,Film,Adaptation,2002,,0:00,0:00,EM,CU,,,,0,0,0,7,24,**Q: frames per second,
,Drama on Deck,http://kinolab.org/FilmClip.php?id=31,Excellent,2,31,Film,Battleship Potemkin,1926,,0:06,0:07,EM,CU,,"The editing is very fast, but doesn't take away from the general quality of the close-ups",,180,210,185,216,30,,
,Drama on Deck,,,3,31,Film,Battleship Potemkin,,,0:13,0:14,EM,CU,,,,390,420,397,417,30,,
,Drama on Deck,,,3,31,Film,Battleship Potemkin,,,0:16,0:17,EM,CU,,,,480,510,485,505,30,,
,Drama on Deck,,,3,31,Film,Battleship Potemkin,,,0:35,0:36,EM,CU,,,,1050,1080,1040,1086,30,,
,Drama on Deck,,,1,31,Film,Battleship Potemkin,,,0:47,0:48,EM,CU,,,,1410,1440,1424,1440,30,,
,Drama on Deck,,,2,31,Film,Battleship Potemkin,,,0:51,0:52,EM,CU,,,,1530,1560,1521,1543,30,,
,Drama on Deck,,,2,31,Film,Battleship Potemkin,,,0:52,0:52,EM,CU,,,,1560,1560,1544,1563,30,,
,Drama on Deck,,,3,31,Film,Battleship Potemkin,,,1:04,1:05,EM,CU,,,,1920,1950,1922,1948,30,,
,Drama on Deck,,,2,31,Film,Battleship Potemkin,,,1:16,1:16,EM,CU,,,,2280,2280,2257,2282,30,,
,Drama on Deck,,,2,31,Film,Battleship Potemkin,,,1:17,1:18,EM,CU,,,,2310,2340,2312,2342,30,,
,Drama on Deck,,,4,31,Film,Battleship Potemkin,,,1:33,1:35,EM,CU,,,,2790,2850,2784,2828,30,,
,Drama on Deck,,,2,31,Film,Battleship Potemkin,,,1:39,1:40,EM,CU,,,,2970,3000,2950,2991,30,,
,Drama on Deck,,,2,31,Film,Battleship Potemkin,,,1:40,1:41,EM,CU,,,,3000,3030,2992,3027,30,,
,Drama on Deck,,,2,31,Film,Battleship Potemkin,,,1:44,1:46,EM,CU,,,,3120,3180,3113,3156,30,,
,Drama on Deck,,,4,31,Film,Battleship Potemkin,,,1:46,1:46,EM,CU,,,,3180,3180,3157,3179,30,,
,Drama on Deck,,,1,31,Film,Battleship Potemkin,,,2:12,2:13,EM,CU,,,,3960,3990,3945,3965,30,,
,Drunken Dreams,http://kinolab.org/FilmClip.php?id=344,,2,344,Film,The Last Laugh,1924,,0:19,0:21,EM,SS,,"Interestingly difficult despite it being an older film. The bolded two close-ups are part of an interesting shot where the camera pans from the subject then to a trumpet he is plays. As noted below, the camera then zooms out from the head of the trumpet. The non-bolded times are very good examples, with the last one having an interesting superimosition onto the close-up.",,570,630,583,629,30,30,
,Drunken Dreams,,,3,344,Film,The Last Laugh,,,0:21,0:23,EM,CUZ,,Zoom-out of trumpet,,630,690,630,694,30,,
,Drunken Dreams,,,3,344,Film,The Last Laugh,,,1:02,1:04,EM,CU,,,,1860,1920,1834,1912,30,,
,Drunken Dreams,,,3,344,Film,The Last Laugh,,,1:19,1:23,EM,CU,,,,2370,2490,2345,2477,30,,
,Drunken Dreams,,,2,344,Film,The Last Laugh,,,1:36,1:47,EM,CUTRAN,,A normal close-up until another object is superimposed on the subjects face on 1:47. Update (4/4/21): The subjects face goes away in a dissolve at 2:00,,2880,3210,2859,3594,30,,
,È Bello Piangere,http://kinolab.org/FilmClip.php?id=191,,2,191,Film,Marriage Italian Style,1964,,0:30,0:30,EM,CU,,,,900,900,890,910,30,,
,È Bello Piangere,,,3,191,Film,Marriage Italian Style,,,0:30,0:31,EM,CU,,,,900,930,900,930,30,,
,È Bello Piangere,,,3,191,Film,Marriage Italian Style,,,0:30,0:31,EM,CU,,,,900,930,912,940,30,**added,
,È Bello Piangere,,,2,191,Film,Marriage Italian Style,,,0:33,0:34,EM,CU,,,,990,1020,982,1030,30,,
,È Bello Piangere,,,2,191,Film,Marriage Italian Style,,,0:36,0:38,EM,CU,,,,1080,1140,1064,1130,30,,
,È Bello Piangere,,,3,191,Film,Marriage Italian Style,,,0:38,0:40,EM,CU,,,,1140,1200,1131,1188,30,,
,È Bello Piangere,,,2,191,Film,Marriage Italian Style,,,0:40,0:42,EM,CU,,,,1200,1260,1190,1272,30,,
,È Bello Piangere,,,3,191,Film,Marriage Italian Style,,,0:47,0:54,EM,CU,,,,1410,1620,1395,1610,30,,
,El Club Silencio,http://kinolab.org/FilmClip.php?id=1391,,4,1391,Film,Mulholland Drive,2001,,4:54,5:02,EM,CU,,,,8820,9060,7041,7218,24,,
,El Club Silencio,,,2,1391,Film,Mulholland Drive,,,5:02,5:05,EM,CU,,,,9060,9150,7219,7300,24,,
,El Club Silencio,,,4,1391,Film,Mulholland Drive,,,5:05,5:19,EM,CU,,,,9150,9570,7301,7631,24,,
,El Club Silencio,,,2,1391,Film,Mulholland Drive,,,5:19,5:25,EM,CU,,,,9570,9750,7632,7790,24,,
,El Club Silencio,,,4,1391,Film,Mulholland Drive,,,5:25,5:40,EM,CU,,,,9750,10200,7791,8139,24,,
,El Club Silencio,,,2,1391,Film,Mulholland Drive,,,5:40,5:43,EM,CU,,,,10200,10290,8140,8206,24,,
,El Club Silencio,,,2,1391,Film,Mulholland Drive,,,5:43,5:47,EM,CU,,,,10290,10410,8207,8317,24,,
,El Club Silencio,,,4,1391,Film,Mulholland Drive,,,5:47,6:00,EM,CU,,,,10410,10800,8318,8620,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,6:00,6:07,EM,SC,,,,10800,11010,8621,8787,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,6:08,6:18,EM,SC,,,,11040,11340,8788,9046,24,,
,El Club Silencio,,,4,1391,Film,Mulholland Drive,,,6:18,6:34,EM,CU,,,,11340,11820,9047,9441,24,,
,El Club Silencio,,,4,1391,Film,Mulholland Drive,,,6:18,6:34,EM,CU,,,,11340,11820,9442,9588,24,**added,
,El Club Silencio,,,4,1391,Film,Mulholland Drive,,,6:41,6:54,EM,CU,,,,12030,12420,9589,9913,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,7:07,7:11,EM,SC,,,,12810,12930,10213,10324,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,7:12,7:16,EM,SC,,,,12960,13080,10325,10434,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,7:31,7:33,EM,SC,,,,13530,13590,10786,10856,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,7:34,7:40,EM,SC,,,,13620,13800,10867,11005,24,,
,El Club Silencio,,,1,1391,Film,Mulholland Drive,,,7:42,7:55,EM,SC,,,,13860,14250,11006,11376,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,7:55,7:57,EM,CU,,,,14250,14310,11377,11422,24,,
,El Club Silencio,,,4,1391,Film,Mulholland Drive,,,7:57,7:59,EM,SC,,,,14310,14370,11423,11487,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,8:01,8:04,EM,SC,CUR,,,14430,14520,11509,11592,24,,
,El Club Silencio,,,3,1391,Film,Mulholland Drive,,,8:01,8:04,EM,SC,CUR,,,14430,14520,11593,11670,24,,
,Epilogue,http://kinolab.org/FilmClip.php?id=346,,2,346,Film,The Last Laugh,1924,,0:42,0:43,EM,CU,,,,1260,1290,1241,1270,30,,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:43,0:44,EM,CU,,,,1290,1320,1271,1303,30,,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:44,0:45,EM,CU,,,,1320,1350,1304,1339,30,,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:46,0:47,EM,CU,,,,1380,1410,1340,1371,30,,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:47,0:48,EM,CU,,,,1410,1440,1372,1395,30,,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:47,0:48,EM,CU,,,,1410,1440,1396,1423,30,**added,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:48,0:49,EM,CU,,,,1440,1470,1424,1443,30,,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:48,0:49,EM,CU,,,,1440,1470,1444,1466,30,**added,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:48,0:49,EM,CU,,,,1440,1470,1467,1499,30,**added,
,Epilogue,,,2,346,Film,The Last Laugh,,,0:50,0:52,EM,CU,,,,1500,1560,1500,1543,30,,
,Epilogue,,,3,346,Film,The Last Laugh,,,1:00,1:10,EM,CUEI,,,,1800,2100,1779,2097,30,,
,Epilogue,,,3,346,Film,The Last Laugh,,,1:14,1:23,EM,CUEI,,,,2220,2490,2223,2550,30,,
,Eternal Gardens,http://kinolab.org/FilmClip.php?id=197,,3,197,Film,Metropolis,1927,,1:08,1:14,EM,CU,,,,2040,2220,1619,1761,24,,
,Eternal Gardens,,,4,197,Film,Metropolis,,,3:37,3:40,EM,CU,,,,6510,6600,5180,5256,24,,
,Eva Escapes,http://kinolab.org/FilmClip.php?id=685,,2,685,Film,Ex Machina,2015,,0:35,0:39,EM,CU,,,,1050,1170,826,933,24,,
